titulo,cidade_estado,autoria,ano,link_experiencia
"
ESTRESSE OCUPACIONAL NOS PROFISSIONAIS DA ENFERMAGEM EM ÉPOCA DE PANDEMIA: a percepção das residentes de enfermagem obstétrica. ",Porto Velho - RO,JéSSICA ÁUREA LEITE DOS SANTOS,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1692_estresse-ocupacional-nos-profissionais-da-enfermagem-em-epoca-de-pandemia-a-percepcao-das-residentes-de-enfermagem-obstetrica
"O SISTEMA DE INFORMAÇÃO SOBRE MORTALIDADE-SIM COMO FERRAMENTA DE GESTÃO NO CONTEXTO DA PANDEMIA DO COVID-19, PORTO VELHO-RO, 2020",Porto Velho - RO,MARCIA MARIA BEZERRA MORORO ALVES,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1689_o-sistema-de-informacao-sobre-mortalidade-sim-como-ferramenta-de-gestao-no-contexto-da-pandemia-do-covid-19-porto-velho-ro-2020
RELATO DE EXPERIÊNCIA: A IMPORTÂNCIA DA PARAMENTAÇÃO E DESPARAMENTAÇÃO DOS EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL EM TEMPOS DE COVID-19.,Porto Velho - RO,MAKILANE ALVES ROBERTINO DO NASCIMENTO,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1691_relato-de-experiencia-a-importancia-da-paramentacao-e-desparamentacao-dos-equipamentos-de-protecao-individual-em-tempos-de-covid-19
EDUCAÇÃO EM SAÚDE PARA INSTITUIÇÕES DE ENSINO NA IMPLEMENTAÇÃO DAS AÇÕES DE ENFRENTAMENTO A EMERGÊNCIA DE SAÚDE PÚBLICA DO NOVO CORONAVÍRUS (COVID-19),Alegrete - RS,PAULA LAMB QUILIãO,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1648_educacao-em-saude-para-instituicoes-de-ensino-na-implementacao-das-acoes-de-enfrentamento-a-emergencia-de-saude-publica-do-novo-coronavirus-covid-19
AURICULOTERAPIA PARA TRABALHADORES DA SAÚDE: UMA EXPERIÊNCIA EXITOSA NA ATENÇÃO PRIMÁRIA EM TEMPOS DE COVID-19,Arroio do Tigre - RS,XAVÉLE BRAATZ PETERMANN,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1633_auriculoterapia-para-trabalhadores-da-saude-uma-experiencia-exitosa-na-atencao-primaria-em-tempos-de-covid-19
"ESPAÇO DE ESCUTA: APOIO PSICOLÓGICO E INSTITUCIONAL AOS TRABALHADORES  E SERVIÇOS DE SAÚDE DO MUNICÍPIO DE BENTO GONÇALVES, QUE ESTÃO EM LINHA DE FRENTE NO COMBATE Á PANDEMIA DO COVID 19",Bento Gonçalves - RS,TATIANE BAGGIO,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1634_espaco-de-escuta-apoio-psicologico-e-institucional-aos-trabalhadores-e-servicos-de-saude-do-municipio-de-bento-goncalves-que-estao-em-linha-de-frente-no-combate-a-pandemia-do-covid-19
CAFÉ DA MANHÃ COM SAÚDE MENTAL EM TEMPO DE PANDEMIA: ENCONTROS SEMANAIS ONLINE DOS FUNCIONÁRIOS DA SAÚDE DE BENTO GONÇALVES/RS,Bento Gonçalves - RS,NúBIA BECHE LOPES,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1635_cafe-da-manha-com-saude-mental-em-tempo-de-pandemia-encontros-semanais-online-dos-funcionarios-da-saude-de-bento-goncalves-rs
"participação DA EQUIPE DE SAÚDE BUCAL DE FORMA INTEGRATIVA NAS AÇÕES DA SECRETARIA DE SAÚDE DO MUNICÍPIO DE BENTO GONÇALVES/RS, DENTRO E FORA DOS CONSULTÓRIOS ODONTOLÓGICOS, EM TEMPOS DE PANDEMIA.",Bento Gonçalves - RS,GIOVANA DE BACCO,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1649_participacao-da-equipe-de-saude-bucal-de-forma-integrativa-nas-acoes-da-secretaria-de-saude-do-municipio-de-bento-goncalves-rs-dentro-e-fora-dos-consultorios-odontologicos-em-tempos-de-pandemia
NOTIFICAÇÃO compulsória dos casos de síndrome gripal  através do google forms :um relato de experiência,Cachoeirinha - RS,GISELE CRISTINA TERTULIANO,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1650_notificacao-compulsoria-dos-casos-de-sindrome-gripal-atraves-do-google-forms-um-relato-de-experiencia
A IMPORTÂNCIA DO PROGRAMA MELHOR EM CASA FRENTE AO COVID 19 NO MUNICÍPIO DE CAMPO BOM.,Campo Bom - RS,FABIO ANDRE SCHWAN,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1661_a-importancia-do-programa-melhor-em-casa-frente-ao-covid-19-no-municipio-de-campo-bom
Monitoramento ativo de síndromes gripais pela Atenção Básica a partir dos casos atendidos na Rede de Urgência e Emergência: potencializando o cuidado longitudinal dos usuários em tempos de pandemia,Canoas - RS,FERNANDA DOS SANTOS FERNANDES,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1662_monitoramento-ativo-de-sindromes-gripais-pela-atencao-basica-a-partir-dos-casos-atendidos-na-rede-de-urgencia-e-emergencia-potencializando-o-cuidado-longitudinal-dos-usuarios-em-tempos-de-pandemia
"AÇÕES de ENFRENTAMENTO A PANDEMIA covid-19, desenvolvimento de protocolos, fluxos, dispositivo, unidade de ISOLAMENTO. Importância  profissional  Enfermeiro COMo PROTAGONISTA nas ações DESENVOLVidas.",Capão da Canoa - RS,FERNANDO ROGERIO ROSA DA SILVA ,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1636_acoes-de-enfrentamento-a-pandemia-covid-19-desenvolvimento-de-protocolos-fluxos-dispositivo-unidade-de-isolamento-importancia-profissional-enfermeiro-como-protagonista-nas-acoes-desenvolvidas
ARTICULAÇÃO E UNIÃO DA REDE DE SAÚDE NO MUNICÍPIO DE CARAZINHO/RS NO ENFRENTAMENTO AO COVID-19,Carazinho - RS,ANELISE SCHELL ALMEIDA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1637_articulacao-e-uniao-da-rede-de-saude-no-municipio-de-carazinho-rs-no-enfrentamento-ao-covid-19
"DISPONIBILIZAÇÃO, PELA SECRETARIA MUNICIPAL DE SAÚDE DE CAXIAS DO SUL, DE PLASMA CONVALESCENTE PARA PACIENTES DOENTES POR COVID-19 – ESTRUTURA TÉCNICA DO HEMOCENTRO REGIONAL DE CAXIAS DO SUL",Caxias do Sul - RS,CRISTINA LISOT,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1638_disponibilizacao-pela-secretaria-municipal-de-saude-de-caxias-do-sul-de-plasma-convalescente-para-pacientes-doentes-por-covid-19-estrutura-tecnica-do-hemocentro-regional-de-caxias-do-sul
ADEQUAÇÃO DA ASSISTÊNCIA ODONTOLÓGICA DURANTE A PANDEMIA DE COVID-19 NO MUNICÍPIO DE DE CAXIAS DO SUL - RIO GRANDE DO SUL,Caxias do Sul - RS,FABIANA RAMOS,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1639_adequacao-da-assistencia-odontologica-durante-a-pandemia-de-covid-19-no-municipio-de-de-caxias-do-sul-rio-grande-do-sul
CONTROLE DE QUALIDADE DE TESTES IMUNOCROMATOGRÁFICOS PARA PESQUISA DE ANTICORPOS ANTI-SARS-COV-2 COMO FERRAMENTA DE GESTÃO DO SUS NA SECRETARIA MUNICIPAL DE SAÚDE DE CAXIAS DO SUL ,Caxias do Sul - RS,MARIO GREGOIRE TADEUCCI,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1640_controle-de-qualidade-de-testes-imunocromatograficos-para-pesquisa-de-anticorpos-anti-sars-cov-2-como-ferramenta-de-gestao-do-sus-na-secretaria-municipal-de-saude-de-caxias-do-sul
PLANO MUNICIPAL DE CONTROLE AO CORONAVÍRUS EM GENERAL CÂMARA,General Câmara - RS,SUELEN DOS PASÇOS REIS,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1641_plano-municipal-de-controle-ao-coronavirus-em-general-camara
"                      AÇÕES DE ENFRENTAMENTO AO COVID-19 EM IBIRAIARAS



",Ibiraiaras - RS,RITA DE CASSIA ASTOLFI,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1642_acoes-de-enfrentamento-ao-covid-19-em-ibiraiaras
Ambulatório de atendimento de síndromes Respiratórias - Ambulatório Covid-19,Nova Bréscia - RS,FABIANO MUELLER LEMOS,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1643_ambulatorio-de-atendimento-de-sindromes-respiratorias-ambulatorio-covid-19
criação do centro municipal de testagem para covid 19 no MUNICÍPIO de são leopoldo,Novo Hamburgo - RS,CLAUDIA HELENA LINDENMEYER,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1663_criacao-do-centro-municipal-de-testagem-para-covid-19-no-municipio-de-sao-leopoldo
ESTRATÉGIAS DE CONTROLE  E MONITORAMENTO  DE  CASOS SUSPEITOS E CONFIRMADOS DE COVID 19 NO MUNICÍPIO DE PALMEIRA DAS MISSÕES.,Palmeira das Missões - RS,ALESSANDRA FLORENCIO DE LIMA ,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1664_estrategias-de-controle-e-monitoramento-de-casos-suspeitos-e-confirmados-de-covid-19-no-municipio-de-palmeira-das-missoes
ALEITAMENTO MATERNO: CUIDADOS NA AMAMENTAÇÃO DURANTE A PANDEMIA.,Pejuçara - RS,ANA PAOLA BERGOLI,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1651_aleitamento-materno-cuidados-na-amamentacao-durante-a-pandemia
Redução da Taxa de Mortalidade Infantil no município de Pelotas/RS: reflexo das ações realizadas no contexto da pandemia por Covid-19.,Pelotas - RS,ALINE MACHADO DA SILVA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1653_reducao-da-taxa-de-mortalidade-infantil-no-municipio-de-pelotas-rs-reflexo-das-acoes-realizadas-no-contexto-da-pandemia-por-covid-19
"Comunicação online como alternativa no atendimento aos usuários cadastrados no Programa de Saúde LGBT, tendo como recorte a população transsexual do Município de Pelotas.",Pelotas - RS,BIANCA MEDEIROS DA SILVEIRA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1652_comunicacao-online-como-alternativa-no-atendimento-aos-usuarios-cadastrados-no-programa-de-saude-lgbt-tendo-como-recorte-a-populacao-transsexual-do-municipio-de-pelotas
Saúde Bucal de Pelotas/RS: desenvolvimento de estratégias para enfrentamento da pandemia de COVID-19,Pelotas - RS,LETYCIA BARROS GONÇALVES,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1665_saude-bucal-de-pelotas-rs-desenvolvimento-de-estrategias-para-enfrentamento-da-pandemia-de-covid-19
ORGANIZAÇÃO DE FLUXOS DE ATENDIMENTOS EM UMA UNIDADE DE ATENÇÃO PRIMÁRIA À SAÚDE FRENTE À PANDEMIA DE COVID-19.,Porto Alegre - RS,RENATA PIASSAROLLO DOS SANTOS,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1667_organizacao-de-fluxos-de-atendimentos-em-uma-unidade-de-atencao-primaria-a-saude-frente-a-pandemia-de-covid-19
AS AÇÕES DA GESTÃO MUNICIPAL E SERVIÇOS DE SAÚDE NO ENFRENTAMENTO À COVID-19,Porto Alegre - RS,JULIA CAMPOS GALPERIM,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1666_as-acoes-da-gestao-municipal-e-servicos-de-saude-no-enfrentamento-a-covid-19
Desenvolvimento de metodologia de identificação de  possíveis locais de disseminação  do Covid-19 e planejamento de ações implantadas no município do Rio Grande pela vigilância sanitária.,Rio Grande - RS,ANTÔNIO CÉSAR CORRÊA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1644_desenvolvimento-de-metodologia-de-identificacao-de-possiveis-locais-de-disseminacao-do-covid-19-e-planejamento-de-acoes-implantadas-no-municipio-do-rio-grande-pela-vigilancia-sanitaria
"“Grupo online de suporte e ajuda mútua durante o período de distanciamento social da pandemia da COVID-19” , desenvolvido pela Equipe Multiprofissional Portuária do Município do Rio Grande/RS.",Rio Grande - RS,MAUREN DE CASTRO RITTA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1671_grupo-online-de-suporte-e-ajuda-mutua-durante-o-periodo-de-distanciamento-social-da-pandemia-da-covid-19-desenvolvido-pela-equipe-multiprofissional-portuaria-do-municipio-do-rio-grande-rs
O APRIMORAMENTO DAS AÇÕES DO NÚCLEO MUNICIPAL DE EDUCAÇÃO EM SAÚDE COLETIVA (NUMESC) DIANTE DO ENFRENTAMENTO À COVID-19,Rio Grande - RS,CARLIUZA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1668_o-aprimoramento-das-acoes-do-nucleo-municipal-de-educacao-em-saude-coletiva-numesc-diante-do-enfrentamento-a-covid-19
ORGANIZAÇÃO DO SISTEMA DE TRABALHO DA UNIDADE DE ESTRATÉGIA DE SAÚDE DA FAMÍLIA BGV 2 DIANTE O ENFRENTAMENTO À COVID-19.,Rio Grande - RS,FABIANA GALLO COSTA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1670_organizacao-do-sistema-de-trabalho-da-unidade-de-estrategia-de-saude-da-familia-bgv-2-diante-o-enfrentamento-a-covid-19
"A PRatica do educador social no centro de ATENÇÃO psicossocial-caps, diante do desafio do distanciamento devido a pandemia de covid 19",Rio Grande - RS,ANGELITA MANDAGARá PEREIRA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1669_a-pratica-do-educador-social-no-centro-de-atencao-psicossocial-caps-diante-do-desafio-do-distanciamento-devido-a-pandemia-de-covid-19
Entrega Remota de Medicamentos a usuários pertencentes aos Grupos de risco devido à pandemia de COVID-19,Santa Rosa - RS,LUCIANA ALVES LEGG ,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1672_entrega-remota-de-medicamentos-a-usuarios-pertencentes-aos-grupos-de-risco-devido-a-pandemia-de-covid-19
"Título: 
  Reorganização do sistema de saúde através da implantação de um Teleatendimento

",Santa Rosa - RS,ELISIANE BISOGNIN,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1673_titulo-reorganizacao-do-sistema-de-saude-atraves-da-implantacao-de-um-teleatendimento
OS VOLUNTÁRIOS NO COMBATE E ENFRENTAMENTO AO COVID-19 - OS GUARDIÕES DA VIDA ,Santo Antônio da Patrulha - RS,ISABEL CRISTINA MULLER DA SILVA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1645_os-voluntarios-no-combate-e-enfrentamento-ao-covid-19-os-guardioes-da-vida
"VIsita Atraves da porta  de vidro. foi trocaDa a porta do setor covid19 com toda protecao e cuidado aO paciente e familiar apto a visita Conversa oelo interfone na presen  da
PSicologa e enferMeira.",Santo Antônio da Patrulha - RS,MARCIA TERESNHA MULLER,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1654_visita-atraves-da-porta-de-vidro-foi-trocada-a-porta-do-setor-covid19-com-toda-protecao-e-cuidado-ao-paciente-e-familiar-apto-a-visita-conversa-oelo-interfone-na-presen-da-psicologa-e-enfermeira
Comitê de Prevenção e Enfrentamento ao Coronavírus (CPEC),Santo Antônio da Patrulha - RS,SILVIA REGINA CECCATO,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1655_comite-de-prevencao-e-enfrentamento-ao-coronavirus-cpec
GRUPO DA DOR - ATENDIMENTO REMOTO COM O USO DA TECNOLOGIA,Santo Antônio da Patrulha - RS,ROSSANA BEATRIZ BATISTA MEREGALLI,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1656_grupo-da-dor-atendimento-remoto-com-o-uso-da-tecnologia
COMITÊ DA SOLIDARIEDADE NO COMBATE INTERSETORIAL DA PANDEMIA DA COVID-19,Santo Antônio da Patrulha - RS,CINARA SILVA SANTOS,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1657_comite-da-solidariedade-no-combate-intersetorial-da-pandemia-da-covid-19
Monitorando famílias em isolamento domiciliar em um Município do Interior do Rio Grande do Sul  (Teleatendimento),Santo Antônio do Planalto - RS,GUSTAVO KASPERBAUER,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1658_monitorando-familias-em-isolamento-domiciliar-em-um-municipio-do-interior-do-rio-grande-do-sul-teleatendimento
Os desafios da vacinação frente a covid 19.,Sapucaia do Sul - RS,KAREN QUEVEDO CARVALHO LOPES,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1683_os-desafios-da-vacinacao-frente-a-covid-19
CENTRO DE MONITORAMENTO E INVESTIGAÇÃO DOMICILIAR DA COVID-19 – ACOMPANHAMENTO E RASTREIO RÁPIDO DE CASOS,São Leopoldo - RS,ANA PAULA DOS SANOS CABRAL,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1676_centro-de-monitoramento-e-investigacao-domiciliar-da-covid-19-acompanhamento-e-rastreio-rapido-de-casos
FERRAMENTAS DE CONEXÃO ENTRE A VIGILANCIA EPIDEMIOLÓGICA DO CORONAVÍRUS E OS SERVIÇOS DE ASSISTÊNCIA À SAÚDE,São Leopoldo - RS,ANA MARIA PEDROLO RIBEIRO,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1675_ferramentas-de-conexao-entre-a-vigilancia-epidemiologica-do-coronavirus-e-os-servicos-de-assistencia-a-saude
FARMÁCIA MÓVEL:  GARANTIA DO ACESSO AOS MEDICAMENTOS NO ENFRENTAMENTO À PANDEMIA DA COVID-19,São Leopoldo - RS,FABIANA CHIELA RIBEIRO,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1674_farmacia-movel-garantia-do-acesso-aos-medicamentos-no-enfrentamento-a-pandemia-da-covid-19
INTERVENÇÃO DA RESIDÊNCIA MULTIPROFISSIONAL EM SAÚDE MENTAL COLETIVA NA ATENÇÃO PRIMÁRIA EM TEMPOS DE PANDEMIA do covid - 19,São Lourenço do Sul - RS,SUéLEN STIFFT NORNBERG,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1646_intervencao-da-residencia-multiprofissional-em-saude-mental-coletiva-na-atencao-primaria-em-tempos-de-pandemia-do-covid-19
2020 todos os meses são amarelos: Prevenção do suicídio durante a pandemia COVID-19 ,São Lourenço do Sul - RS,ANA PAULA GARCIA  BARRAGAN,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1660_2020-todos-os-meses-sao-amarelos-prevencao-do-suicidio-durante-a-pandemia-covid-19
AMBULAR-  UM DISPOSITIVO DE SAÚDE E SUAS POSSIBILIDADES  DURANTE A PANDEMIA,São Lourenço do Sul - RS,JOSIANE DO AMARAL RODRIGUES,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1659_ambular-um-dispositivo-de-saude-e-suas-possibilidades-durante-a-pandemia
ESCUTAR: Atenção Psicossocial a profissionais da área da saúde no combate a pandemia por COVID-19 no município de São Lourenço do Sul - RS,São Lourenço do Sul - RS,EDUARDO SPIERING SOARES JUNIOR,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1679_escutar-atencao-psicossocial-a-profissionais-da-area-da-saude-no-combate-a-pandemia-por-covid-19-no-municipio-de-sao-lourenco-do-sul-rs
Estamos juntos: Educação permanente em saúde aos agentes comunitários de saúde como ferramenta de enfrentamento as ondas do  covid19 .,São Lourenço do Sul - RS,DIEGO ELIAS RODRIGUES DOS SANTOS,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1677_estamos-juntos-educacao-permanente-em-saude-aos-agentes-comunitarios-de-saude-como-ferramenta-de-enfrentamento-as-ondas-do-covid19
A oficina terapêutica de artesanato como linha de cuidado na residência: desafio diário de tecer novas redes durante a covid-19.,São Lourenço do Sul - RS,JANISSE BEDNARSKI VARGAS,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1678_a-oficina-terapeutica-de-artesanato-como-linha-de-cuidado-na-residencia-desafio-diario-de-tecer-novas-redes-durante-a-covid-19
O TRABALHO DAS RESIDENTES MULTIPROFISSIONAIS EM SAÚDE MENTAL COLETIVA EM CONJUNTO COM OS AGENTES REDUTORES DE DANOS EM TEMPOS DE PANDEMIA: NOVAS ESTRATÉGIAS DE CUIDADO,São Lourenço do Sul - RS,BRUNA CORRêA TILLMANN,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1681_o-trabalho-das-residentes-multiprofissionais-em-saude-mental-coletiva-em-conjunto-com-os-agentes-redutores-de-danos-em-tempos-de-pandemia-novas-estrategias-de-cuidado
Intervenção e readequação do programa de residência médica em psiquiatria frente à pandemia do COVID-19: relato de experiência.,São Lourenço do Sul - RS,SCARLETT RICHTER BERTOGLIO,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1680_intervencao-e-readequacao-do-programa-de-residencia-medica-em-psiquiatria-frente-a-pandemia-do-covid-19-relato-de-experiencia
combate da pandemia de inatividade física frente ao coronavírus no município de são sepé/rs,São Sepé - RS,MAURO SAMPAIO BORTOLOTTO,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1682_combate-da-pandemia-de-inatividade-fisica-frente-ao-coronavirus-no-municipio-de-sao-sepe-rs
"FORÇA TAREFA AVALIA EM um ÚNICO DIA 930 FUNCIONÁRIOS EM FRIGORÍFICO EM TAPEJARA RS. AÇÃO desenvolvida pelos profissionais da atencao básica e empresa, MANTÉM ATIvidades com SEGURANÇa aos trabalhadores",Tapejara - RS,DANIELA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1647_forca-tarefa-avalia-em-um-unico-dia-930-funcionarios-em-frigorifico-em-tapejara-rs-acao-desenvolvida-pelos-profissionais-da-atencao-basica-e-empresa-mantem-atividades-com-seguranca-aos-trabalhadores
"A IMPORTÂNCIA da enfermagem no CENTRO DE TRIAGEM COVID-19, MUNICÍPIO DE ARAQUARI SC.",Araquari - SC,KÁTIA KARINA SANTOS DA COSTA BUCH,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1705_a-importancia-da-enfermagem-no-centro-de-triagem-covid-19-municipio-de-araquari-sc
A PRÁTICA DA ACADEMIA DA SAÚDE DE BALNEÁRIO PIÇARRAS NO ENFRENTAMENTO À PANDEMIA COVID-19,Balneário Piçarras - SC,TALITA VIEIRA DE SOUZA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1694_a-pratica-da-academia-da-saude-de-balneario-picarras-no-enfrentamento-a-pandemia-covid-19
Momento de cuidado em meio à Pandemia da Covid-19 para profissionais de uma Unidade Básica de Saúde de Balneário Piçarras: relato de experiência. ,Balneário Piçarras - SC,DANIELA CENSI MARTINI,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1693_momento-de-cuidado-em-meio-a-pandemia-da-covid-19-para-profissionais-de-uma-unidade-basica-de-saude-de-balneario-picarras-relato-de-experiencia
"ACOLHIMENTO, YOGA E MEDITAÇÃO: O IDOSO E A INTERAÇÃO COM NOVAS TECNOLOGIAS EM TEMPOS DE PANDEMIA COVID-19.",Blumenau - SC,HONORINA DA SILVA,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1695_acolhimento-yoga-e-meditacao-o-idoso-e-a-interacao-com-novas-tecnologias-em-tempos-de-pandemia-covid-19
A adaptação do Centro de Saúde do Idoso de Blumenau ao cenário da Pandemia SARS-CoV-2   ,Blumenau - SC,MARA RúBIA RUTZEN,2021,https://portal.conasems.org.br/brasil-aqui-tem-sus/experiencias/1709_a-adaptacao-do-centro-de-saude-do-idoso-de-blumenau-ao-cenario-da-pandemia-sars-cov-2
